ID	名称	图标	大类	小类	商城	地图商店	攻	防	暴击	闪避	解锁等级	购买	出售	品质	赠送	维护费用	制作时间1	制作时间2	制作时间3	制作时间4	合成价格	合成概率	合成目标	打造价格	描述
5051	name.armor.5051	123	1	18	0	13	0	6920	0	0	125	520	52	1	0	0	2100	3300	6600	13200	1560	50	6051	520	tip.armor.5051
5052	name.armor.5052	235	1	18	0	14	0	6968	0	0	131	550	55	1	0	0	2100	3300	6600	13200	1650	50	6052	550	tip.armor.5052
5053	name.armor.5053	131	1	18	0	14	0	7000	0	0	135	570	57	1	0	0	2100	3300	6600	13200	1710	50	6053	570	tip.armor.5053
5054	name.armor.5054	142	1	18	0	15	0	7048	0	0	141	600	60	1	0	0	2100	3300	6600	13200	1800	50	6054	600	tip.armor.5054
5055	name.armor.5055	141	1	18	0	15	0	7080	0	0	145	620	62	1	0	0	2100	3300	6600	13200	1860	50	6055	620	tip.armor.5055
5056	name.armor.5056	130	1	18	0	16	0	7128	0	0	151	655	65	1	0	0	2100	3300	6600	13200	1960	50	6056	655	tip.armor.5056
5057	name.armor.5057	157	1	18	0	16	0	7160	0	0	155	695	69	1	0	0	2100	3300	6600	13200	2080	50	6057	695	tip.armor.5057
5058	name.armor.5058	156	1	18	0	17	0	7208	0	0	161	765	76	1	0	0	2100	3300	6600	13200	2290	50	6058	765	tip.armor.5058
5059	name.armor.5059	170	1	18	0	17	0	7240	0	0	165	825	82	1	0	0	2100	3300	6600	13200	2470	50	6059	825	tip.armor.5059
5060	name.armor.5060	171	1	18	0	18	0	7288	0	0	171	915	91	1	0	0	2100	3300	6600	13200	2740	50	6060	915	tip.armor.5060
5061	name.armor.5061	103	1	18	0	18	0	7320	0	0	175	975	97	1	0	0	2100	3300	6600	13200	2920	50	6061	975	tip.armor.5061
5062	name.armor.5062	186	1	18	0	19	0	7368	0	0	181	1065	106	1	0	0	2100	3300	6600	13200	3190	50	6062	1065	tip.armor.5062
5063	name.armor.5063	124	1	18	0	19	0	7400	0	0	185	1125	112	1	0	0	2100	3300	6600	13200	3370	50	6063	1125	tip.armor.5063
5064	name.armor.5064	241	1	18	0	20	0	7448	0	0	191	1215	121	1	0	0	2100	3300	6600	13200	3640	50	6064	1215	tip.armor.5064
5065	name.armor.5065	222	1	18	0	20	0	7480	0	0	195	1275	127	1	0	0	2100	3300	6600	13200	3820	50	6065	1275	tip.armor.5065
5066	name.armor.5066	188	1	18	0	21	0	7616	0	0	205	1520	152	1	0	0	2500	4100	8200	16400	4560	50	6066	1520	tip.armor.5066
5067	name.armor.5067	138	1	18	0	22	0	7656	0	0	215	1570	157	1	0	0	2500	4100	8200	16400	4710	50	6067	1570	tip.armor.5067
5068	name.armor.5068	248	1	18	0	23	0	7696	0	0	225	1620	162	1	0	0	2500	4100	8200	16400	4860	50	6068	1620	tip.armor.5068
5069	name.armor.5069	158	1	18	0	24	0	7736	0	0	235	1670	167	1	0	0	2500	4100	8200	16400	5010	50	6069	1670	tip.armor.5069
5070	name.armor.5070	119	1	18	0	25	0	7776	0	0	245	1720	172	1	0	0	2500	4100	8200	16400	5160	50	6070	1720	tip.armor.5070
5071	name.armor.5071	125	1	18	0	26	0	7816	0	0	255	1770	177	1	0	0	2500	4100	8200	16400	5310	50	6071	1770	tip.armor.5071
5072	name.armor.5072	189	1	18	0	27	0	7856	0	0	265	1820	182	1	0	0	2500	4100	8200	16400	5460	50	6072	1820	tip.armor.5072
5073	name.armor.5073	127	1	18	0	28	0	7896	0	0	275	1870	187	1	0	0	2500	4100	8200	16400	5610	50	6073	1870	tip.armor.5073
5074	name.armor.5074	226	1	18	0	29	0	7936	0	0	285	1920	192	1	0	0	2500	4100	8200	16400	5760	50	6074	1920	tip.armor.5074
5075	name.armor.5075	200	1	18	0	30	0	7976	0	0	295	1970	197	1	0	0	2500	4100	8200	16400	5910	50	6075	1970	tip.armor.5075
5076	name.armor.5076	133	1	18	0	31	0	8032	0	0	305	2020	202	1	0	0	2500	4100	8200	16400	6060	50	6076	2020	tip.armor.5076
5077	name.armor.5077	239	1	18	0	32	0	8112	0	0	315	2070	207	1	0	0	2500	4100	8200	16400	6210	50	6077	2070	tip.armor.5077
5078	name.armor.5078	227	1	18	0	33	0	8192	0	0	325	2120	212	1	0	0	2500	4100	8200	16400	6360	50	6078	2120	tip.armor.5078
5079	name.armor.5079	207	1	18	0	34	0	8272	0	0	335	2170	217	1	0	0	2500	4100	8200	16400	6510	50	6079	2170	tip.armor.5079
5080	name.armor.5080	228	1	18	0	35	0	8352	0	0	345	2220	222	1	0	0	2500	4100	8200	16400	6660	50	6080	2220	tip.armor.5080
5081	name.armor.5081	191	1	18	0	36	0	8432	0	0	355	2270	227	1	0	0	2500	4100	8200	16400	6810	50	6081	2270	tip.armor.5081
5082	name.armor.5082	243	1	18	0	37	0	8512	0	0	365	2320	232	1	0	0	2500	4100	8200	16400	6960	50	6082	2320	tip.armor.5082
5083	name.armor.5083	145	1	18	0	38	0	8592	0	0	375	2370	237	1	0	0	2500	4100	8200	16400	7110	50	6083	2370	tip.armor.5083
5084	name.armor.5084	245	1	18	0	39	0	8672	0	0	385	2420	242	1	0	0	2500	4100	8200	16400	7260	50	6084	2420	tip.armor.5084
5085	name.armor.5085	159	1	18	0	40	0	8752	0	0	395	2470	247	1	0	0	2500	4100	8200	16400	7410	50	6085	2470	tip.armor.5085
5086	name.armor.5086	244	1	18	0	41	0	8832	0	0	405	2520	252	1	0	0	2500	4100	8200	16400	7560	50	6086	2520	tip.armor.5086
5087	name.armor.5087	108	1	18	0	42	0	8912	0	0	415	2570	257	1	0	0	2500	4100	8200	16400	7710	50	6087	2570	tip.armor.5087
5088	name.armor.5088	229	1	18	0	43	0	8992	0	0	425	2620	262	1	0	0	2500	4100	8200	16400	7860	50	6088	2620	tip.armor.5088
5089	name.armor.5089	201	1	18	0	44	0	9072	0	0	435	2670	267	1	0	0	2500	4100	8200	16400	8010	50	6089	2670	tip.armor.5089
5090	name.armor.5090	219	1	18	0	45	0	9152	0	0	445	2720	272	1	0	0	2500	4100	8200	16400	8160	50	6090	2720	tip.armor.5090
5091	name.armor.5091	162	1	18	0	46	0	9232	0	0	455	2770	277	1	0	0	2500	4100	8200	16400	8310	50	6091	2770	tip.armor.5091
5092	name.armor.5092	195	1	18	0	47	0	9312	0	0	465	2820	282	1	0	0	2500	4100	8200	16400	8460	50	6092	2820	tip.armor.5092
5093	name.armor.5093	242	1	18	0	48	0	9392	0	0	475	2870	287	1	0	0	2500	4100	8200	16400	8610	50	6093	2870	tip.armor.5093
5094	name.armor.5094	247	1	18	0	49	0	9472	0	0	485	2920	292	1	0	0	2500	4100	8200	16400	8760	50	6094	2920	tip.armor.5094
5095	name.armor.5095	236	1	18	0	50	0	9552	0	0	495	2970	297	1	0	0	2500	4100	8200	16400	8910	50	6095	2970	tip.armor.5095
6001	name.armor.6001	230	1	18	0	0	0	120	0	0	3	3	1	2	0	0	0	0	0	0	45	30	7001	0	tip.armor.6001
6002	name.armor.6002	179	1	18	0	0	0	280	0	0	7	8	1	2	0	0	0	0	0	0	100	30	7002	0	tip.armor.6002
6003	name.armor.6003	149	1	18	0	0	0	480	0	0	11	13	1	2	0	0	0	0	0	0	150	30	7003	0	tip.armor.6003
6004	name.armor.6004	162	1	18	0	0	0	720	0	0	14	16	1	2	0	0	0	0	0	0	200	30	7004	0	tip.armor.6004
6005	name.armor.6005	121	1	18	0	0	0	960	0	0	17	20	2	2	0	0	0	0	0	0	250	30	7005	0	tip.armor.6005
6006	name.armor.6006	231	1	18	0	0	0	1200	0	0	20	24	2	2	0	0	0	0	0	0	300	30	7006	0	tip.armor.6006
6007	name.armor.6007	180	1	18	0	0	0	1360	0	0	22	26	2	2	0	0	0	0	0	0	300	30	7007	0	tip.armor.6007
6008	name.armor.6008	161	1	18	0	0	0	1520	0	0	24	28	2	2	0	0	0	0	0	0	350	30	7008	0	tip.armor.6008
6009	name.armor.6009	120	1	18	0	0	0	1680	0	0	26	31	3	2	0	0	0	0	0	0	350	30	7009	0	tip.armor.6009
6010	name.armor.6010	150	1	18	0	0	0	1840	0	0	28	33	3	2	0	0	0	0	0	0	400	30	7010	0	tip.armor.6010
6011	name.armor.6011	232	1	18	0	0	0	2000	0	0	30	36	3	2	0	0	0	0	0	0	450	30	7011	0	tip.armor.6011
6012	name.armor.6012	181	1	18	0	0	0	2320	0	0	32	48	4	2	0	0	0	0	0	0	600	30	7012	0	tip.armor.6012
6013	name.armor.6013	164	1	18	0	0	0	2640	0	0	34	60	6	2	0	0	0	0	0	0	750	30	7013	0	tip.armor.6013
6014	name.armor.6014	233	1	18	0	0	0	2960	0	0	36	72	7	2	0	0	0	0	0	0	900	30	7014	0	tip.armor.6014
6015	name.armor.6015	126	1	18	0	0	0	3280	0	0	38	84	8	2	0	0	0	0	0	0	1050	30	7015	0	tip.armor.6015
6016	name.armor.6016	183	1	18	0	0	0	3600	0	0	40	96	9	2	0	0	0	0	0	0	1200	30	7016	0	tip.armor.6016
6017	name.armor.6017	151	1	18	0	0	0	3920	0	0	42	108	10	2	0	0	0	0	0	0	1350	30	7017	0	tip.armor.6017
6018	name.armor.6018	136	1	18	0	0	0	4240	0	0	44	120	12	2	0	0	0	0	0	0	1500	30	7018	0	tip.armor.6018
6019	name.armor.6019	184	1	18	0	0	0	4560	0	0	46	132	13	2	0	0	0	0	0	0	1650	30	7019	0	tip.armor.6019
6020	name.armor.6020	234	1	18	0	0	0	4880	0	0	48	144	14	2	0	0	0	0	0	0	1800	30	7020	0	tip.armor.6020
6021	name.armor.6021	194	1	18	0	0	0	5200	0	0	50	156	15	2	0	0	0	0	0	0	1950	30	7021	0	tip.armor.6021
6022	name.armor.6022	14	1	18	0	0	0	5600	0	0	52	168	16	2	0	0	0	0	0	0	2100	30	7022	0	tip.armor.6022
6023	name.armor.6023	152	1	18	0	0	0	6000	0	0	54	180	18	2	0	0	0	0	0	0	2250	30	7023	0	tip.armor.6023
6024	name.armor.6024	195	1	18	0	0	0	6400	0	0	56	192	19	2	0	0	0	0	0	0	2400	30	7024	0	tip.armor.6024
6025	name.armor.6025	236	1	18	0	0	0	6800	0	0	58	204	20	2	0	0	0	0	0	0	2550	30	7025	0	tip.armor.6025
6026	name.armor.6026	15	1	18	0	0	0	7200	0	0	60	216	21	2	0	0	0	0	0	0	2700	30	7026	0	tip.armor.6026
6027	name.armor.6027	139	1	18	0	0	0	7600	0	0	62	228	22	2	0	0	0	0	0	0	2850	30	7027	0	tip.armor.6027
6028	name.armor.6028	122	1	18	0	0	0	8000	0	0	64	240	24	2	0	0	0	0	0	0	3000	30	7028	0	tip.armor.6028
6029	name.armor.6029	137	1	18	0	0	0	8400	0	0	66	252	25	2	0	0	0	0	0	0	3150	30	7029	0	tip.armor.6029
6030	name.armor.6030	153	1	18	0	0	0	8800	0	0	68	264	26	2	0	0	0	0	0	0	3300	30	7030	0	tip.armor.6030
6031	name.armor.6031	165	1	18	0	0	0	9200	0	0	70	276	27	2	0	0	0	0	0	0	3450	30	7031	0	tip.armor.6031
6032	name.armor.6032	198	1	18	0	0	0	10000	0	0	72	288	28	2	0	0	0	0	0	0	3600	30	7032	0	tip.armor.6032
6033	name.armor.6033	167	1	18	0	0	0	10800	0	0	74	300	30	2	0	0	0	0	0	0	3750	30	7033	0	tip.armor.6033
6034	name.armor.6034	118	1	18	0	0	0	11600	0	0	76	312	31	2	0	0	0	0	0	0	3900	30	7034	0	tip.armor.6034
6035	name.armor.6035	237	1	18	0	0	0	12400	0	0	78	324	32	2	0	0	0	0	0	0	4050	30	7035	0	tip.armor.6035
6036	name.armor.6036	129	1	18	0	0	0	13600	0	0	80	336	33	2	0	0	0	0	0	0	4200	30	7036	0	tip.armor.6036
6037	name.armor.6037	16	1	18	0	0	0	15200	0	0	82	348	34	2	0	0	0	0	0	0	4350	30	7037	0	tip.armor.6037
6038	name.armor.6038	128	1	18	0	0	0	16800	0	0	84	360	36	2	0	0	0	0	0	0	4500	30	7038	0	tip.armor.6038
6039	name.armor.6039	166	1	18	0	0	0	18400	0	0	86	372	37	2	0	0	0	0	0	0	4650	30	7039	0	tip.armor.6039
6040	name.armor.6040	199	1	18	0	0	0	20000	0	0	88	384	38	2	0	0	0	0	0	0	4800	30	7040	0	tip.armor.6040
6041	name.armor.6041	135	1	18	0	0	0	21600	0	0	90	396	39	2	0	0	0	0	0	0	4950	30	7041	0	tip.armor.6041
6042	name.armor.6042	24	1	18	0	0	0	24000	0	0	92	408	40	2	0	0	0	0	0	0	5100	30	7042	0	tip.armor.6042
6043	name.armor.6043	143	1	18	0	0	0	26400	0	0	94	420	42	2	0	0	0	0	0	0	5250	30	7043	0	tip.armor.6043
6044	name.armor.6044	154	1	18	0	0	0	28800	0	0	96	432	43	2	0	0	0	0	0	0	5400	30	7044	0	tip.armor.6044
6045	name.armor.6045	163	1	18	0	0	0	31200	0	0	98	444	44	2	0	0	0	0	0	0	5550	30	7045	0	tip.armor.6045
6046	name.armor.6046	101	1	18	0	0	0	33640	0	0	101	480	48	2	0	0	0	0	0	0	6000	30	7046	0	tip.armor.6046
6047	name.armor.6047	112	1	18	0	0	0	33800	0	0	105	504	50	2	0	0	0	0	0	0	6300	30	7047	0	tip.armor.6047
6048	name.armor.6048	102	1	18	0	0	0	34040	0	0	111	540	54	2	0	0	0	0	0	0	6750	30	7048	0	tip.armor.6048
6049	name.armor.6049	111	1	18	0	0	0	34200	0	0	115	564	56	2	0	0	0	0	0	0	7050	30	7049	0	tip.armor.6049
6050	name.armor.6050	185	1	18	0	0	0	34440	0	0	121	600	60	2	0	0	0	0	0	0	7500	30	7050	0	tip.armor.6050
6051	name.armor.6051	123	1	18	0	0	0	34600	0	0	125	624	62	2	0	0	0	0	0	0	7800	30	7051	0	tip.armor.6051
6052	name.armor.6052	235	1	18	0	0	0	34840	0	0	131	660	66	2	0	0	0	0	0	0	8250	30	7052	0	tip.armor.6052
6053	name.armor.6053	131	1	18	0	0	0	35000	0	0	135	684	68	2	0	0	0	0	0	0	8550	30	7053	0	tip.armor.6053
6054	name.armor.6054	142	1	18	0	0	0	35240	0	0	141	720	72	2	0	0	0	0	0	0	9000	30	7054	0	tip.armor.6054
6055	name.armor.6055	141	1	18	0	0	0	35400	0	0	145	744	74	2	0	0	0	0	0	0	9300	30	7055	0	tip.armor.6055
6056	name.armor.6056	130	1	18	0	0	0	35640	0	0	151	786	78	2	0	0	0	0	0	0	9800	30	7056	0	tip.armor.6056
6057	name.armor.6057	157	1	18	0	0	0	35800	0	0	155	834	83	2	0	0	0	0	0	0	10400	30	7057	0	tip.armor.6057
6058	name.armor.6058	156	1	18	0	0	0	36040	0	0	161	918	91	2	0	0	0	0	0	0	11450	30	7058	0	tip.armor.6058
6059	name.armor.6059	170	1	18	0	0	0	36200	0	0	165	990	99	2	0	0	0	0	0	0	12350	30	7059	0	tip.armor.6059
6060	name.armor.6060	171	1	18	0	0	0	36440	0	0	171	1098	109	2	0	0	0	0	0	0	13700	30	7060	0	tip.armor.6060
6061	name.armor.6061	103	1	18	0	0	0	36600	0	0	175	1170	117	2	0	0	0	0	0	0	14600	30	7061	0	tip.armor.6061
6062	name.armor.6062	186	1	18	0	0	0	36840	0	0	181	1278	127	2	0	0	0	0	0	0	15950	30	7062	0	tip.armor.6062
6063	name.armor.6063	124	1	18	0	0	0	37000	0	0	185	1350	135	2	0	0	0	0	0	0	16850	30	7063	0	tip.armor.6063
6064	name.armor.6064	241	1	18	0	0	0	37240	0	0	191	1458	145	2	0	0	0	0	0	0	18200	30	7064	0	tip.armor.6064
6065	name.armor.6065	222	1	18	0	0	0	37400	0	0	195	1530	153	2	0	0	0	0	0	0	19100	30	7065	0	tip.armor.6065
6066	name.armor.6066	188	1	18	0	0	0	38080	0	0	205	1824	182	2	0	0	0	0	0	0	22800	30	7066	0	tip.armor.6066
6067	name.armor.6067	138	1	18	0	0	0	38280	0	0	215	1884	188	2	0	0	0	0	0	0	23550	30	7067	0	tip.armor.6067
6068	name.armor.6068	248	1	18	0	0	0	38480	0	0	225	1944	194	2	0	0	0	0	0	0	24300	30	7068	0	tip.armor.6068
6069	name.armor.6069	158	1	18	0	0	0	38680	0	0	235	2004	200	2	0	0	0	0	0	0	25050	30	7069	0	tip.armor.6069
6070	name.armor.6070	119	1	18	0	0	0	38880	0	0	245	2064	206	2	0	0	0	0	0	0	25800	30	7070	0	tip.armor.6070
6071	name.armor.6071	125	1	18	0	0	0	39080	0	0	255	2124	212	2	0	0	0	0	0	0	26550	30	7071	0	tip.armor.6071
6072	name.armor.6072	189	1	18	0	0	0	39280	0	0	265	2184	218	2	0	0	0	0	0	0	27300	30	7072	0	tip.armor.6072
6073	name.armor.6073	127	1	18	0	0	0	39480	0	0	275	2244	224	2	0	0	0	0	0	0	28050	30	7073	0	tip.armor.6073
6074	name.armor.6074	226	1	18	0	0	0	39680	0	0	285	2304	230	2	0	0	0	0	0	0	28800	30	7074	0	tip.armor.6074
6075	name.armor.6075	200	1	18	0	0	0	39880	0	0	295	2364	236	2	0	0	0	0	0	0	29550	30	7075	0	tip.armor.6075
6076	name.armor.6076	133	1	18	0	0	0	40160	0	0	305	2424	242	2	0	0	0	0	0	0	30300	30	7076	0	tip.armor.6076
6077	name.armor.6077	239	1	18	0	0	0	40560	0	0	315	2484	248	2	0	0	0	0	0	0	31050	30	7077	0	tip.armor.6077
6078	name.armor.6078	227	1	18	0	0	0	40960	0	0	325	2544	254	2	0	0	0	0	0	0	31800	30	7078	0	tip.armor.6078
6079	name.armor.6079	207	1	18	0	0	0	41360	0	0	335	2604	260	2	0	0	0	0	0	0	32550	30	7079	0	tip.armor.6079
6080	name.armor.6080	228	1	18	0	0	0	41760	0	0	345	2664	266	2	0	0	0	0	0	0	33300	30	7080	0	tip.armor.6080
6081	name.armor.6081	191	1	18	0	0	0	42160	0	0	355	2724	272	2	0	0	0	0	0	0	34050	30	7081	0	tip.armor.6081
6082	name.armor.6082	243	1	18	0	0	0	42560	0	0	365	2784	278	2	0	0	0	0	0	0	34800	30	7082	0	tip.armor.6082
6083	name.armor.6083	145	1	18	0	0	0	42960	0	0	375	2844	284	2	0	0	0	0	0	0	35550	30	7083	0	tip.armor.6083
6084	name.armor.6084	245	1	18	0	0	0	43360	0	0	385	2904	290	2	0	0	0	0	0	0	36300	30	7084	0	tip.armor.6084
6085	name.armor.6085	159	1	18	0	0	0	43760	0	0	395	2964	296	2	0	0	0	0	0	0	37050	30	7085	0	tip.armor.6085
6086	name.armor.6086	244	1	18	0	0	0	44160	0	0	405	3024	302	2	0	0	0	0	0	0	37800	30	7086	0	tip.armor.6086
6087	name.armor.6087	108	1	18	0	0	0	44560	0	0	415	3084	308	2	0	0	0	0	0	0	38550	30	7087	0	tip.armor.6087
6088	name.armor.6088	229	1	18	0	0	0	44960	0	0	425	3144	314	2	0	0	0	0	0	0	39300	30	7088	0	tip.armor.6088
6089	name.armor.6089	201	1	18	0	0	0	45360	0	0	435	3204	320	2	0	0	0	0	0	0	40050	30	7089	0	tip.armor.6089
6090	name.armor.6090	219	1	18	0	0	0	45760	0	0	445	3264	326	2	0	0	0	0	0	0	40800	30	7090	0	tip.armor.6090
6091	name.armor.6091	162	1	18	0	0	0	46160	0	0	455	3324	332	2	0	0	0	0	0	0	41550	30	7091	0	tip.armor.6091
6092	name.armor.6092	195	1	18	0	0	0	46560	0	0	465	3384	338	2	0	0	0	0	0	0	42300	30	7092	0	tip.armor.6092
6093	name.armor.6093	242	1	18	0	0	0	46960	0	0	475	3444	344	2	0	0	0	0	0	0	43050	30	7093	0	tip.armor.6093
6094	name.armor.6094	247	1	18	0	0	0	47360	0	0	485	3504	350	2	0	0	0	0	0	0	43800	30	7094	0	tip.armor.6094
6095	name.armor.6095	236	1	18	0	0	0	47760	0	0	495	3564	356	2	0	0	0	0	0	0	44550	30	7095	0	tip.armor.6095
6504	name.armor.6504	162	1	18	0	0	0	1080	0	0	10	12	1	2	0	0	0	0	0	0	0	0	0	0	tip.armor.6504
6506	name.armor.6506	231	1	18	0	0	0	1800	0	0	10	12	1	2	0	0	0	0	0	0	0	0	0	0	tip.armor.6506
6508	name.armor.6508	161	1	18	0	0	0	2280	0	0	10	12	1	2	0	0	0	0	0	0	0	0	0	0	tip.armor.6508
6510	name.armor.6510	150	1	18	0	0	0	2760	0	0	10	12	1	2	0	0	0	0	0	0	0	0	0	0	tip.armor.6510
6512	name.armor.6512	181	1	18	0	0	0	3480	0	0	10	12	1	2	0	0	0	0	0	0	0	0	0	0	tip.armor.6512
6514	name.armor.6514	233	1	18	0	0	0	4440	0	0	10	12	1	2	0	0	0	0	0	0	0	0	0	0	tip.armor.6514
6520	name.armor.6520	234	1	18	0	0	0	7320	0	0	40	96	9	2	0	0	0	0	0	0	0	0	0	0	tip.armor.6520
6522	name.armor.6522	14	1	18	0	0	0	8400	0	0	40	96	9	2	0	0	0	0	0	0	0	0	0	0	tip.armor.6522
6524	name.armor.6524	195	1	18	0	0	0	9600	0	0	40	96	9	2	0	0	0	0	0	0	0	0	0	0	tip.armor.6524
6526	name.armor.6526	15	1	18	0	0	0	10800	0	0	40	96	9	2	0	0	0	0	0	0	0	0	0	0	tip.armor.6526
6528	name.armor.6528	122	1	18	0	0	0	12000	0	0	40	96	9	2	0	0	0	0	0	0	0	0	0	0	tip.armor.6528
6530	name.armor.6530	153	1	18	0	0	0	13200	0	0	40	96	9	2	0	0	0	0	0	0	0	0	0	0	tip.armor.6530
6534	name.armor.6534	118	1	18	0	0	0	17400	0	0	70	276	27	2	0	0	0	0	0	0	0	0	0	0	tip.armor.6534
6536	name.armor.6536	129	1	18	0	0	0	20400	0	0	70	276	27	2	0	0	0	0	0	0	0	0	0	0	tip.armor.6536
6538	name.armor.6538	128	1	18	0	0	0	25200	0	0	70	276	27	2	0	0	0	0	0	0	0	0	0	0	tip.armor.6538
6540	name.armor.6540	199	1	18	0	0	0	30000	0	0	70	276	27	2	0	0	0	0	0	0	0	0	0	0	tip.armor.6540
6542	name.armor.6542	24	1	18	0	0	0	36000	0	0	70	276	27	2	0	0	0	0	0	0	0	0	0	0	tip.armor.6542
6544	name.armor.6544	154	1	18	0	0	0	43200	0	0	70	276	27	2	0	0	0	0	0	0	0	0	0	0	tip.armor.6544
7001	name.armor.7001	230	1	18	0	0	0	240	0	0	3	4	1	3	0	0	0	0	0	0	50	30	8001	0	tip.armor.7001
7002	name.armor.7002	179	1	18	0	0	0	560	0	0	7	10	1	3	0	0	0	0	0	0	100	30	8002	0	tip.armor.7002
7003	name.armor.7003	149	1	18	0	0	0	960	0	0	11	16	1	3	0	0	0	0	0	0	150	30	8003	0	tip.armor.7003
7004	name.armor.7004	162	1	18	0	0	0	1440	0	0	14	21	2	3	0	0	0	0	0	0	200	30	8004	0	tip.armor.7004
7005	name.armor.7005	121	1	18	0	0	0	1920	0	0	17	25	2	3	0	0	0	0	0	0	250	30	8005	0	tip.armor.7005
7006	name.armor.7006	231	1	18	0	0	0	2400	0	0	20	30	3	3	0	0	0	0	0	0	300	30	8006	0	tip.armor.7006
7007	name.armor.7007	180	1	18	0	0	0	2720	0	0	22	33	3	3	0	0	0	0	0	0	350	30	8007	0	tip.armor.7007
7008	name.armor.7008	161	1	18	0	0	0	3040	0	0	24	36	3	3	0	0	0	0	0	0	400	30	8008	0	tip.armor.7008
7009	name.armor.7009	120	1	18	0	0	0	3360	0	0	26	39	3	3	0	0	0	0	0	0	450	30	8009	0	tip.armor.7009
7010	name.armor.7010	150	1	18	0	0	0	3680	0	0	28	42	4	3	0	0	0	0	0	0	500	30	8010	0	tip.armor.7010
7011	name.armor.7011	232	1	18	0	0	0	4000	0	0	30	45	4	3	0	0	0	0	0	0	550	30	8011	0	tip.armor.7011
7012	name.armor.7012	181	1	18	0	0	0	4640	0	0	32	60	6	3	0	0	0	0	0	0	600	30	8012	0	tip.armor.7012
7013	name.armor.7013	164	1	18	0	0	0	5280	0	0	34	75	7	3	0	0	0	0	0	0	650	30	8013	0	tip.armor.7013
7014	name.armor.7014	233	1	18	0	0	0	5920	0	0	36	90	9	3	0	0	0	0	0	0	700	30	8014	0	tip.armor.7014
7015	name.armor.7015	126	1	18	0	0	0	6560	0	0	38	105	10	3	0	0	0	0	0	0	750	30	8015	0	tip.armor.7015
7016	name.armor.7016	183	1	18	0	0	0	7200	0	0	40	120	12	3	0	0	0	0	0	0	800	30	8016	0	tip.armor.7016
7017	name.armor.7017	151	1	18	0	0	0	7840	0	0	42	135	13	3	0	0	0	0	0	0	850	30	8017	0	tip.armor.7017
7018	name.armor.7018	136	1	18	0	0	0	8480	0	0	44	150	15	3	0	0	0	0	0	0	900	30	8018	0	tip.armor.7018
7019	name.armor.7019	184	1	18	0	0	0	9120	0	0	46	165	16	3	0	0	0	0	0	0	950	30	8019	0	tip.armor.7019
7020	name.armor.7020	234	1	18	0	0	0	9760	0	0	48	180	18	3	0	0	0	0	0	0	1000	30	8020	0	tip.armor.7020
7021	name.armor.7021	194	1	18	0	0	0	10400	0	0	50	195	19	3	0	0	0	0	0	0	1050	30	8021	0	tip.armor.7021
7022	name.armor.7022	14	1	18	0	0	0	11200	0	0	52	210	21	3	0	0	0	0	0	0	1100	30	8022	0	tip.armor.7022
7023	name.armor.7023	152	1	18	0	0	0	12000	0	0	54	225	22	3	0	0	0	0	0	0	1150	30	8023	0	tip.armor.7023
7024	name.armor.7024	195	1	18	0	0	0	12800	0	0	56	240	24	3	0	0	0	0	0	0	1200	30	8024	0	tip.armor.7024
7025	name.armor.7025	236	1	18	0	0	0	13600	0	0	58	255	25	3	0	0	0	0	0	0	1250	30	8025	0	tip.armor.7025
7026	name.armor.7026	15	1	18	0	0	0	14400	0	0	60	270	27	3	0	0	0	0	0	0	1300	30	8026	0	tip.armor.7026
7027	name.armor.7027	139	1	18	0	0	0	15200	0	0	62	285	28	3	0	0	0	0	0	0	1350	30	8027	0	tip.armor.7027
7028	name.armor.7028	122	1	18	0	0	0	16000	0	0	64	300	30	3	0	0	0	0	0	0	1400	30	8028	0	tip.armor.7028
7029	name.armor.7029	137	1	18	0	0	0	16800	0	0	66	315	31	3	0	0	0	0	0	0	1450	30	8029	0	tip.armor.7029
7030	name.armor.7030	153	1	18	0	0	0	17600	0	0	68	330	33	3	0	0	0	0	0	0	1500	30	8030	0	tip.armor.7030
7031	name.armor.7031	165	1	18	0	0	0	18400	0	0	70	345	34	3	0	0	0	0	0	0	1550	30	8031	0	tip.armor.7031
7032	name.armor.7032	198	1	18	0	0	0	20000	0	0	72	360	36	3	0	0	0	0	0	0	1600	30	8032	0	tip.armor.7032
7033	name.armor.7033	167	1	18	0	0	0	21600	0	0	74	375	37	3	0	0	0	0	0	0	1650	30	8033	0	tip.armor.7033
7034	name.armor.7034	118	1	18	0	0	0	23200	0	0	76	390	39	3	0	0	0	0	0	0	1700	30	8034	0	tip.armor.7034
7035	name.armor.7035	237	1	18	0	0	0	24800	0	0	78	405	40	3	0	0	0	0	0	0	1750	30	8035	0	tip.armor.7035
7036	name.armor.7036	129	1	18	0	0	0	27200	0	0	80	420	42	3	0	0	0	0	0	0	1800	30	8036	0	tip.armor.7036
7037	name.armor.7037	16	1	18	0	0	0	30400	0	0	82	435	43	3	0	0	0	0	0	0	1850	30	8037	0	tip.armor.7037
7038	name.armor.7038	128	1	18	0	0	0	33600	0	0	84	450	45	3	0	0	0	0	0	0	1900	30	8038	0	tip.armor.7038
7039	name.armor.7039	166	1	18	0	0	0	36800	0	0	86	465	46	3	0	0	0	0	0	0	1950	30	8039	0	tip.armor.7039
7040	name.armor.7040	199	1	18	0	0	0	40000	0	0	88	480	48	3	0	0	0	0	0	0	2000	30	8040	0	tip.armor.7040
