StringId	Values
name.gold.50000	金币
name.gem.50001	宝石
help.module0.introduce	[#240600]奥里亚村，斯巴达边上的小村，诸神和泰坦的大战刚刚结束，诸神败退…
help.module0.introduce1	[#240600]大战已经过去，可战争的阴霾依旧笼罩在村子上方，溃败的士兵俨然成为了这里的最大的灾难！
help.module0.quest	[#240600]你想成为一名佣兵？但是在这乱世中，应该学习更多的生存技能才能自保！
help.module0.doQuest	[#240600]不！这么多年的学习，我足以自保了。出去，才可以更快提升能力！
help.module0.doQuest6-1	[#240600]恩……看来小小村子亦无法阻拦你追寻梦想的翅膀，不过，必须先通过重重考验！
help.module0.doQuest1-1	[#240600]相信我，一定会通过考验！这是成为佣兵之王的必经之路。
help.module0.doQuest2-1	[#240600]很好，我看到了渴望胜利的心，一直保持下去吧。现在，让我为你打开出征之路吧！
help.module0.doQuest6	[#f6000f]快……救救……我们吧！[#240600]大批的怪物，马上就要攻进奥里亚村了！难道战争还没有结束么！
help.module0.doQuest1	[#240600]（…诸神之战不是已经过去了么……）别害怕！那些该死的家伙在哪？
help.module0.doQuest2	[#240600]从[#f6000f]村庄[#240600]下方的[#f6000f]任务[#240600]出去就是——那些混蛋就在那条通向斯巴达城的唯一道路上。你是我们最后的希望了！
help.module0.doQuest3	[#240600]hello！没错，就是我了，伟大的猫头鹰-奇奇！让我带领你踏上佣兵之王之路吧！点击“开始”
help.module0.doQuest4	[#240600]哦也，升级了！我会教你如何成为一名合格的佣兵，我们来尝试下“立即完成”的功能吧
help.module0.doQuest5	[#240600]每个任务都有对应的等级，这个任务需要第三级才能做。噢！该死，我们还差一点
help.module0.backCity	[#240600]你已经非常熟悉任务了，该学习新东西了。现在介绍一个新助手，他会告诉你如何成为佣兵之王！
help.module0.backCity1	[#240600]我的助手？太好了，在哪里？我有点期待！
help.module0.firstChallenge	[#240600]主人，你好！新助手就是我了！伟大的猫头鹰-巴特！
help.module0.firstChallenge1	[#240600]居然是只猫头鹰，好吧！伟大的巴特，现在除了任务，我还能干点什么呢？
help.module0.firstWin-1	[#240600]主人，除了任务之外，[#f6000f]挑战[#240600]是另一种重要的升级方式，点击[#f6000f]返回[#240600]按钮，回到主城
help.module0.goChallenge-1	[#240600]点击[#f6000f]挑战[#240600]建筑，进入挑战列表
help.module0.firstWin	[#240600]我是萝拉！为了感谢您帮助我们的村庄，大家派我来当您的助手！主人，点击[#f6000f]返回[#240600]按钮，先和我一起回到村庄里吧。
help.module0.goChallenge	[#240600]除了任务之外，[#f6000f]挑战[#240600]是另一种重要的升级方式，点击[#f6000f]挑战[#240600]建筑，进入挑战列表吧
help.module0.goChallenge1	[#240600]每次挑战都会消耗1点[#f6000f]法力[#240600]，点击[#f6000f]攻击[#240600]按钮，开始挑战他
help.module0.goChallenge2-1	[#240600]初战告捷！[#f6000f]挑战[#240600]不仅可以获得经验，还能从对手那里获得金钱。
help.module0.goChallenge3-1	[#240600]所以，在挑战中找一个比自己弱的对手很重要！右下是你的[#f6000f]攻击[#240600]和[#f6000f]防御[#240600]属性！
help.module0.goChallenge4-1	[#240600]列表里有对手的[#f6000f]攻击[#240600]和[#f6000f]防御[#240600]，和自己的一比较，就能轻易的找出弱势的对手了！
help.module0.goChallenge5-1	[#240600]最后，每次升级都可以获得新的[#f6000f]属性点[#240600]，都要记得点左上角头像，分配你的[#f6000f]属性点
help.module0.goChallenge4	[#240600]初战告捷！[#f6000f]挑战[#240600]不仅可以获得经验，还能从对手那里获得金钱。
help.module0.goChallenge5	[#240600]右下是您的[#f6000f]攻击[#240600]和[#f6000f]防御[#240600]属性，可以和挑战列表中其他对手进行比较。为了提升能力，不要忘记点击头像分配[#f6000f]属性点[#240600]哦！
help.module1.firstBuy	[#240600]哦耶！我总是在你最需要你的时候出现。嗯嗯，你已经成功解锁了装备商店
help.module1.firstBuy1	[#240600]作为一名合格的佣兵，一件趁手的武器是必不可少的，点击“商店”购买武器
help.module1.firstBuy2	[#240600]选择你需要的武器
help.module1.firstBuy3	[#240600]点击“购买”
help.module1.firstBuy4	[#240600]防御是使自己处于不败的最好办法！点击“防具”
help.module1.firstBuy5	[#240600]你能拥有的最大的武器和防具的数量，取决于你力量的大小
help.module2.upgrade	[#240600]每次升级，都会获得5个[#f6000f]属性点[#240600]，你可以自由分配这些属性点。
help.module2.upgrade1	[#f6000f]属性点[#240600]是提升我的能力的吧？怎么知道我有属性点没分配呢？
help.module2.profile-1	[#240600]仔细观察，每当左上角头像闪烁就表示你有[#f6000f]属性点[#240600]可以分配，点击[#f6000f]头像[#240600]进入个人属性界面
help.module2.profile	[#240600]多亏有了你，我们的村庄终于安全了。（每次升级，都会获得5个属性点；当左上角头像闪烁就表示你有[#f6000f]属性点[#240600]可以分配，点击[#f6000f]头像[#240600]进入个人属性界面）
help.module2.addpoint	[#240600]按钮左边的数字是你可分配的点数，点击[#f6000f]属性加点[#240600]进入加点界面
help.module2.addpoint1	[#240600]如果不知道怎么加点，先看清楚两边[#f6000f]提示[#240600]再加点，一旦确定就不可以回退了！
help.module2.addpoint2	[#240600]1属性点可增加1点法力
help.module2.addpoint3	[#240600]1属性点可以增加1点力量
help.module2.addpoint4	[#240600]点击加号，选择你想分配的属性点
help.module3.firstSkill	[#240600]另外一种快速提升自己属性的办法就是[#f6000f]学习技能[#240600]，每个种族有自己的技能
help.module3.firstSkill1	[#240600]点击[#f6000f]技能[#240600]按钮，进入[#f6000f]技能学习[#240600]界面
help.module3.skillPractice	[#240600]点击[#f6000f]学习[#240600]按钮，进入学习界面
help.module3.skillPractice1	[#240600]左右拖拽滑动条，选择学习次数，然后点[#f6000f]OK[#240600]！就可以学技能了
help.module4.firstFriend	[#240600]喔！我听见寂寞的嘀咕声，一个人的英雄之路是孤独的。我给你介绍一些好友吧
help.module4.Friend	[#240600]一个伟大的佣兵之王，不能没有朋友。让我们去找一些朋友吧
help.module4.Friend1	[#240600]这主意不错！怎么加好友呢？
help.module4.Friend2-1	[#240600]点击功能菜单上的好友按钮，就可以进入好友界面了
help.module4.Friend2	[#240600]一个伟大的佣兵之王，不能没有朋友。让我们去找一些朋友吧！点击功能菜单上的[#f6000f]好友[#240600]按钮，就可以进入好友界面了
help.module4.Friend3	[#240600]直接点击查找，就可以查找全部的玩家了
help.module4.Friend4	[#240600]回去跟我们第一位朋友打个招呼吧！省得说我们不懂礼貌！点击关闭
help.module4.Friend5	[#240600]怎么开口呢？求互粉，你觉得怎么样？点击返回主城
help.module4.Friend6	[#240600]与陌生人打招呼还真是一件烦恼的事呢！点击好友，查看你刚刚关注的对象
help.module4.Friend7	[#240600]介于你一个好友也没有，我建议，你说求互粉比较好。切换到“我的关注”，就可以看到你的关注对象了
help.module5.firstMercenary	[#240600]主人，一个好消息！我现在要隆重的向你介绍最有特色的[#f6000f]佣兵系统
help.module5.first	[#f6000f]佣兵系统，[#240600]简单的来说。你可以雇佣其他玩家，也可以被其他玩家雇佣，点击[#f6000f]佣兵[#240600]按钮，进入[#f6000f]佣兵[#240600]界面。
help.module5.first1	[#240600]雇佣可以获得[#f6000f]属性加成[#240600]，被别人雇佣可以获得金币，总之是稳赚不赔的好买卖。你现在一个佣兵也没有，点击[#f6000f]查找佣兵
help.module5.first2	[#240600]童叟无欺，明码标价！你能很清晰的了解他带来的[#f6000f]属性加成[#240600]和他的[#f6000f]身价
help.module5.first3	[#240600]当然了。你也可以被其他玩家雇佣！所以，无论是你的佣兵，还是你自己被别人雇佣了，你都会赚上一笔
help.module5.first4	[#240600]我的忠告是：“增加自己曝光的机会和雇佣经常在线的玩家都会让你收获颇丰！”[#f6000f]点击雇佣
help.module5.first5	[#240600]回去看看你的佣兵吧！点击[#f6000f]我的佣兵
help.module5.first6	[#240600]雇佣成功了，你可以点击[#f6000f]头像[#240600]查看他的信息，或者雇佣更多的佣兵
help.module6.bank	[#240600]在攻击别人的时候，别人也在攻击你，如何避免金钱上的损失呢？这就是我现在要教给你的
help.module6.bank1	[#240600]最保险的办法，就是花费一点点费用，把钱存在[#f6000f]银行[#240600]，点击城里的[#f6000f]银行
help.module6.bank2	[#240600]输入[#f6000f]存款金额[#240600]，再点[#f6000f]OK[#240600]，就存款成功了
help.module7.rank	[#240600]还有一级就可以离开这里了！巴特，还有什么能教我的吗？
help.module7.rank1	[#240600]既然主人这么心急，那就告诉你什么是[#f6000f]排行榜[#240600]吧！
help.module7.rank2	[#240600]这是一个带排名的榜单，是全服各方面最优秀的玩家，点击进入[#f6000f]排行榜
help.module8.newcity-1	[#240600]恭喜你完成了重重考验，虽然过程有些艰难，但你已经证明了自己！
help.module8.newcity1-1	[#240600]谢谢！是你教会了我永不放弃，虽然很舍不得离开，但是小鹰必须独自高飞！
help.module8.newcity2-1	[#240600]说得好，你马上要独自面对一切，但是有一个更好的消息！先点击[#f6000f]返回[#240600]到村子
help.module8.newcity	[#240600]村庄的危机解除了！我代表奥里亚村的人民感谢你！
help.module8.newcity1	[#240600]可能我要离开这里了……这个世界的阴霾还等着我一点点去驱散……
help.module8.newcity2	[#240600]你要离开了么？……好吧，通往[#f6000f]斯巴达[#240600]的道路也已经畅通无阻了。先点击[#f6000f]返回[#240600]和我一起回到村庄吧
help.module8.newcity3	[#240600]战神-阿瑞斯来到了[#f6000f]斯巴达[#240600]！正在招募勇士一起对抗邪恶的泰坦，点击右下角地图的按钮，进入[#f6000f]世界地图
help.module8.newcity4	[#240600]第二章
help.module8.newcity5	[#240600]还等什么呢，开始真正的冒险吧！点击[#f6000f]斯巴达[#240600]进入新的城市
help.module9.questequip	[#240600]不错，完美的通过了考验，[#240600]想要成为佣兵之王，需要不断提升自己的能力，[#f6000f]打造装备[#240600]是提升攻击和防御的最好办法！
help.module9.questequip1	[#f6000f]打造装备[#240600]？难道威利斯先生同意教我打造装备了吗？
help.module9.questequip2	[#240600]是的，你现在可以亲自打造武器了，不过想要穿着更多的装备，就必须努力提升自己的[#f6000f]力量[#240600]！
help.module9.questequip3	[#240600]嗨！我听说你这家伙已经通过了考验？要知道，这可不容易！
help.module9.questequip4	[#240600]是的，我是来向您学习如何打造装备的，威利斯先生！
help.module9.questequip5	[#240600]先介绍一下吧，每个城市都有不同的[#f6000f]铁匠铺[#240600]。不同的城市中的[#f6000f]铁匠铺[#240600]可以打造的装备是不同的！
help.module9.questequip6	[#240600]左边的图标是这个可以打造的[#f6000f]装备列表[#240600]，右边是[#f6000f]工作台[#240600]，点击右边的[#f6000f]工作台[#240600]就可以开始打造了！
help.module9.questequip7	[#240600]这个列表可以左右拖拽，选择打造的数量，让我们试试[#f6000f]打造
help.module9.questequip8	[#240600]枯燥的等待，来试试加速打造！立竿见影，不过这需要支付一点宝石。
help.module9.questequip9	[#240600]点击[#f6000f]加速[#240600]可以立即完成打造，帮你省去很多宝贵时间！
help.module9.questequip10	[#240600]现在到收取装备的时候了，以后独自打造装备，你一定要记得来收取啊！
help.module9.questequip11	[#240600]趁打造装备的间隙，我们先去干点别的吧，点击[#f6000f]返回
help.module9.questequip12	[#240600]左下的功能按钮中新增了[#f6000f]装备背包[#240600]，打造好的装备都会在你的[#f6000f]装备背包[#240600]里，我们先回去继续做任务吧！
help.module9.questequip13	[#240600]右下角是你的[#f6000f]力量[#240600]和[#f6000f]已装备的数量[#240600]，一直提升[#f6000f]力量[#240600]才能穿着更多装备
help.module11.DailyQuest	[#240600]当你发现，你渴望更多事情做的时候，我们已经为你准备好了[#f6000f]每日任务[#240600]。在此之前，让我们先回到主城
help.module11.DailyQuest1	[#f6000f]每日任务[#240600]不仅有经验还有金币，有时候还能获得非常有用的道具，点击进入[#f6000f]每日任务
help.module11.DailyQuest2	[#f6000f]每日任务[#240600]是有间隔时间的，所以经常上线完成[#f6000f]每日任务[#240600]是必做的功课
help.module12.Arena	[#240600]如果你想证明你是同等级最强的，用拳头来证明吧！让我们先回到主城
help.module12.Arena1	[#240600]胜者王，败者寇。实力决定一切！这就是残酷的[#f6000f]城主争夺
help.module12.Arena2	[#240600]这里聚集了最强的玩家，你需要做的是，发起挑战，赢得奖金！
help.module13.Guild	[#f6000f]公会[#240600]可以获得额外的属性加成，可以做任务、打BOSS等，还可以和其志同道合的玩家一起聊天
help.module13.Guild1	[#240600]所以，[#f6000f]公会[#240600]对是如此的重要，让我们快点加入[#f6000f]公会[#240600]吧！点击打开公会界面
help.module13.Guild2	[#240600]你可以创建[#f6000f]公会[#240600]，也可以加入其他[#f6000f]公会[#240600]
help.module14.newcity	[#240600]恭喜，通过了考验！在这个艰难的时刻，有你这么优秀的佣兵加入，一定能取得胜利！
help.module14.newcity1	[#240600]如果不是您手下留情，我不可能坚持这么久！
help.module14.newcity2	[#240600]真是个谦虚的家伙，不过，你必须去一趟奥林匹亚，帮助对付阿特拉斯
help.module14.newcity3	[#240600]阿特拉斯非常强大。必须时刻保持警惕，我就说这么多了！点击右下角地图的按钮，进入世界地图
help.module14.newcity4	[#240600]点击箭头下指示的城市进入下一张地图
help.module15.newcity	[#240600]怎么可能，我居然输给你这个不起眼的佣兵了！
help.module15.newcity1	[#240600]与诸神为敌，一开始你就注定了失败！
help.module15.newcity2	[#240600]泰坦才是这个世界的主宰，渺小的人类，你们注定要付出代价！
help.module15.newcity3	[#240600]你别高兴太早，这次是我大意了，我还会回来的！
help.module15.newcity4	[#240600]点击箭头下指示的城市进入下一张地图
help.module16.newcity	[#240600]就算你赢了。也无法找到波塞冬！泰坦的报复会让你们这些人类后悔！
help.module16.newcity1	[#240600]我从来不相信临死前的威胁，我的目标就是将你们都关进地狱，交出波塞冬！
help.module16.newcity2	[#240600]波塞冬早就被抓去了海神殿！你将要找到他，去找问海神吧！哈哈！
help.module16.newcity3	[#240600]海神也许很强大，但是我永远不会退缩！
help.module19.newcity	[#240600]我无意与你们为敌，但必须这么做，你赢得了胜利，我会遵守承诺将海神之位让给波塞冬！
help.module19.newcity1	[#240600]谢谢你的承诺，诸神会赢得最后的胜利，人间重回太平！
help.module19.newcity2	[#240600]虽然你信心满满，但我依然要给你忠告，泰坦不好对付！你必须时刻保持小心谨慎！
help.module19.newcity3	[#240600]谢谢你的忠告，我服务于诸神！我会将泰坦一一关进地狱！
help.module20.newcity	[#240600]你已经来得太晚了，诸神的军队已经被消灭。泰坦的主力已经不在这里了！
help.module20.newcity1	[#240600]我一步步向前，消灭掉你们这些泰坦，无论你们逃向哪里，我将誓死消灭你们！
help.module20.newcity2	[#240600]大言不惭的家伙，等你猜到泰坦的攻击方向，你们的圣城已经毁灭，哈哈！
help.module20.newcity3	[#240600]狡猾的泰坦，他们的目标是雅典！我们必须夺回来！
help.module21.newcity	[#240600]你们这些自以为是的救世主，辛辛苦苦攻下雅典！你们就真的取得了胜利吗？哈哈！
help.module21.newcity1	[#240600]我不是救世主，我只是一名为诸神而战的佣兵，我只为正义而战！
help.module21.newcity2	[#240600]当你们都集中在这里的时候，地狱的恶魔已经重现人间！没有人能够战胜泰坦
help.module21.newcity3	[#240600]必须马上赶往地狱，阻止恶魔重现人间！
help.module22.newcity	[#240600]已经晚了，地狱的恶魔已经逃出，人间将成为地狱的一部分！
help.module22.newcity1	[#240600]诸神已经觉醒，人间将重回安宁，邪恶永远无法赢得胜利！
help.module22.newcity2	[#240600]主人会为我报仇的。你们准备迎接泰坦报复吧！
help.module22.newcity3	[#240600]我将捍卫这片土地不会被恶魔占领，并誓将泰坦关进地狱！
help.module23.newcity	[#240600]哈哈！虽然你赢了，但我永远不会死去！
help.module23.newcity1	[#240600]去塔尔塔罗斯地狱中和你的伙伴们作伴吧！无边的黑暗是你最后的归宿！
help.module23.newcity2	[#240600]伟大的克洛诺斯，无所不能的克洛诺斯，他会回来救我们的！
help.module23.newcity3	[#240600]克洛诺斯和其他泰坦早就逃了，而我将会去阻止他！
help.module17.profile	[#240600]主人！是不是好久没有加[#f6000f]属性点[#240600]了！我们去加属性点吧？
help.module17.addpoint1	[#240600]主人，增加[#f6000f]能量[#240600]可以做更多的任务哦！我们来增加一些能量吧！
help.module18.fuben	[#240600]恭喜您解锁了今日活动，今日活动是所有活动的集合，让我们赶紧看看吧！
help.module18.fuben1	[#240600]上下拖拽列表，可以看到更多，升级获参与更多的活动，让我们来先体验下副本吧！
help.module24.baoxiang	[#240600]恭喜主人，收到系统赠送的宝箱，我们快去看看吧！
help.module24.baoxiang1	[#240600]点击[#f6000f]【领主】装备宝箱[#240600]，再点击开宝箱，主人就可以在装备背包里看到极品装备了！
help.module25.Skill	[#240600]主人，你有新技能学了。学习了这个技能，可以在战斗动画中体现哦，我们快去看看吧！
help.module25.Skill1	[#240600]向上拖拽列表，可以看到新的技能！
help.module26.honour	[#240600]主人，从现在开始，每次挑战、缉杀、城主争夺、公会战都可以获得荣誉！（对方不低于20级）
help.module26.honour1	[#240600]荣誉可以到荣誉商店换到极品装备，和很多有价值的道具，我们去看看吧！
help.module26.honour2	[#240600]我们现在有这么多荣誉，不妨先换一个试试看，点击[#f6000f]图标
help.module26.honour3	[#240600]恭喜购买成功，主人！努力获得更多荣誉，换到更多的极品装备哦！
help.module27.Treasureexp	[#240600]主人，恭喜解锁了[#f6000f]在线领奖[#240600]，你只要上线就可以获得系统奖励的经验哦！
help.module27.Treasureexp1	[#240600]主人，从现在开始，隔几分钟就可以领到系统赠送的经验了，而且是每天都有哦！
help.module28.zeus	[#240600]恭喜主人升到30级，现在可以和各路英雄一起争夺宙斯神庙了！宙斯神庙每天定时开始，会有非常高额的经验哦！
help.module28.zeus1	[#240600]拖动列表就可以看到宙斯神庙了！主人一定记得来参加宙斯神庙。
help.module29.athena	[#240600]能量是做任务最重要的东西，但是能量经常不够用怎么办？我告诉主人一种快速恢复能量的办法！
help.module29.athena1	[#240600]仔细观察那个位置的倒计时快要结束，然后抢占这个位置，就可以获得能量X3的恢复速度啦。是不是很棒！
help.module30.dailytarget	[#240600]主人！每天完成[#f6000f]每日目标[#240600]就可以获得各种丰富的奖励哦！让我们先去看看有哪些目标吧？
help.module30.dailytarget1	[#240600]这些全部都是主人的目标，加油完成后记得来领奖哦！
upgrade.2	任务是最重要的升级方式之一，做完任务就可以到下一个主城！
upgrade.3	挑战列表中如果没有可以挑战的玩家，可以尝试点击刷新按钮试试
upgrade.4	恭喜您解锁了属性点教学，做完这个任务就可以开始教学了
upgrade.5	恭喜您解锁了好友功能，现在快去多关注几个玩家吧！
upgrade.6	恭喜升级了，系统赠送了你一些道具，回主界面点击背包按钮可以查看
upgrade.7	完成每日目标，可以获得道具和金币奖励！
upgrade.8	恭喜你升到第8级，尝试在世界频道里和其他玩家打个招呼吧！
upgrade.9	恭喜您解锁了佣兵系统，雇佣其他玩家，可以带来很高的属性加成，快去看看吧！
upgrade.10	消灭掉独眼巨人就可以出奥里亚村了，是不是很期待呢？
upgrade.11	排行榜的玩家服务器最优秀的玩家！
upgrade.12	恭喜您解锁了技能，学习技能可以提高属性，快去学习技能吧！
upgrade.13	如果挑战列表里人数有限，你可以去好友查找更多玩家进行挑战！
upgrade.14	您解锁了第三个新技能，快去看看吧！
upgrade.15	每日任务可以获得经验，又可以获得高额金币，还有实用道具，千万不可错过哦！
upgrade.16	可以学习第四个新的技能哦，记得去学习啊！
upgrade.17	恭喜解锁了公会，加入公会和其他玩家并肩作战吧！
upgrade.18	参加城主争夺，挑战成功可以获得全部奖金，还可以把您的名字写在主城里！
upgrade.19	做完任务，就可以进入下一个城市，奥林匹亚了！
upgrade.20	可以学习第六个新技能啦，还能什么呢！快去学习吧！
upgrade.21	您有新的每日任务可做了。快去看看吧！
upgrade.22	您有技能可以升级了。快去提升技能等级吧！
upgrade.23	恭喜您升到23级！
upgrade.24	参加城主争夺，挑战成功可以获得全部奖金，还可以把您的名字写在主城里！
upgrade.25	恭喜您升到25级！
upgrade.26	您的每日任务刷新了，新的每日任务可以获得更多经验！
upgrade.27	恭喜您升到27级！
upgrade.28	恭喜您升到28级！
upgrade.29	恭喜您升到29级！
upgrade.30	做完任务，就可以进入下一个城市，米利都了！
upgrade.31	您的每日任务刷新了，新的每日任务可以获得更多经验！
upgrade.32	恭喜您升到32级！
upgrade.33	参加城主争夺，挑战成功可以获得全部奖金，还可以把您的名字写在主城里！
upgrade.34	恭喜您升到34级！
upgrade.35	恭喜您升到35级！
upgrade.36	您的每日任务刷新了，新的每日任务可以获得更多经验！
upgrade.37	恭喜您升到37级！
upgrade.38	恭喜您升到38级！
upgrade.39	恭喜您升到39级！
upgrade.40	做完任务，就可以进入下一个城市，海神殿了！
upgrade.41	您的每日任务刷新了，新的每日任务可以获得更多经验！
upgrade.42	恭喜您升到42级！
upgrade.43	恭喜您升到43级！
upgrade.44	参加城主争夺，挑战成功可以获得全部奖金，还可以把您的名字写在主城里！
upgrade.45	恭喜您升到45级！
upgrade.46	恭喜您升到46级！
upgrade.47	恭喜您升到47级！
upgrade.48	参加城主争夺，挑战成功可以获得全部奖金，还可以把您的名字写在主城里！
upgrade.49	恭喜您升到49级！
upgrade.50	做完任务，就可以进入下一个城市，特洛伊了！
upgrade.51	您的每日任务刷新了，新的每日任务可以获得更多经验！
upgrade.52	恭喜您升到52级！
upgrade.53	恭喜您升到53级！
upgrade.54	参加城主争夺，挑战成功可以获得全部奖金，还可以把您的名字写在主城里！
upgrade.55	恭喜您升到55级！
upgrade.56	您的每日任务刷新了，新的每日任务可以获得更多经验！
upgrade.57	恭喜您升到57级！
upgrade.58	恭喜您升到58级！
upgrade.59	恭喜您升到59级！
upgrade.60	做完任务，就可以进入下一个城市，雅典了！
upgrade.61	您的每日任务刷新了，新的每日任务可以获得更多经验！
upgrade.62	恭喜您升到62级！
upgrade.63	恭喜您升到63级！
upgrade.64	参加城主争夺，挑战成功可以获得全部奖金，还可以把您的名字写在主城里！
upgrade.65	恭喜您升到65级！
upgrade.66	您的每日任务刷新了，新的每日任务可以获得更多经验！
upgrade.67	恭喜您升到67级！
upgrade.68	恭喜您升到68级！
upgrade.69	恭喜您升到69级！
upgrade.70	做完任务，就可以进入下一个城市，塔尔塔罗斯了！
upgrade.71	您的每日任务刷新了，新的每日任务可以获得更多经验！
upgrade.72	恭喜您升到72级！
upgrade.73	恭喜您升到73级！
upgrade.74	参加城主争夺，挑战成功可以获得全部奖金，还可以把您的名字写在主城里！
upgrade.75	恭喜您升到75级！
upgrade.76	您的每日任务刷新了，新的每日任务可以获得更多经验！
upgrade.77	恭喜您升到77级！
upgrade.78	恭喜您升到78级！
upgrade.79	恭喜您升到79级！
upgrade.80	做完任务，就可以进入下一个城市，奥林匹斯山了！
upgrade.81	您的每日任务刷新了，新的每日任务可以获得更多经验！
upgrade.82	恭喜您升到82级！
upgrade.83	恭喜您升到83级！
upgrade.84	参加城主争夺，挑战成功可以获得全部奖金，还可以把您的名字写在主城里！
upgrade.85	恭喜您升到85级！
upgrade.86	您的每日任务刷新了，新的每日任务可以获得更多经验！
upgrade.87	恭喜您升到87级！
upgrade.88	恭喜您升到88级！
upgrade.89	恭喜您升到89级！
upgrade.90	做完任务，就可以进入下一个城市，利姆诺斯岛了！
upgrade.91	您的每日任务刷新了，新的每日任务可以获得更多经验！
upgrade.92	恭喜您升到92级！
upgrade.93	恭喜您升到93级！
upgrade.94	参加城主争夺，挑战成功可以获得全部奖金，还可以把您的名字写在主城里！
upgrade.95	恭喜您升到95级！
upgrade.96	您的每日任务刷新了，新的每日任务可以获得更多经验！
upgrade.97	恭喜您升到97级！
upgrade.98	恭喜您升到98级！
upgrade.99	恭喜您升到99级！
upgrade.100	恭喜您升到100级！
robot.name.1	人生如戏
robot.name.2	温德利
robot.name.3	钱多多
robot.name.4	汉姆锐刘
robot.name.5	威廉刘
robot.name.6	史云
robot.name.7	jonace
robot.name.8	阿布
robot.name.9	骑牛撞交警
robot.name.10	syndro
robot.name.11	圣心
robot.name.12	曼曼
robot.name.13	最爱苍老师
loading.checkFixing	系统检测中…
loading.loadingConfigFiles	加载中…
loading.reconnecting	正在恢复连接，请稍候…
loading.loadingUpdateFiles	版本检测中…
robot.name.14	幸福来敲门
robot.name.15	花似
robot.name.16	稻草人
robot.name.17	誓言
robot.name.18	小城之恋
robot.name.19	马不停蹄的滚
robot.name.20	浅浅的活埋你
robot.name.21	你心碎的沉默
robot.name.22	蛋定的青春
robot.name.23	妖娆的女人
robot.name.24	寂寞是片海
robot.name.25	哥~就这么拽
robot.name.26	一恍若隔世
robot.name.27	颓废、小青年
robot.name.28	喵咪不妙
robot.name.29	Wing子去流浪
robot.name.30	温柔小女
robot.name.31	紫色风铃
robot.name.32	四叶草的回忆
robot.name.33	彼岸伤城
robot.name.34	世纪绝症
robot.name.35	渲染眼角
robot.name.36	给姐瞧瞧
robot.name.37	冷瞳的余光
robot.name.38	圈满了不舍
robot.name.39	温柔的情话
robot.name.40	吥痛吥痛
robot.name.41	黯淡的灵魂
robot.name.42	仿若、花色
robot.name.43	昔日伊人
robot.name.44	致命de殇
robot.name.45	触碰纯白
robot.name.46	深至、骨髓
name.Inmonster.1	半人马战士
name.Inmonster.2	狮鹫
name.Inmonster.3	女妖
name.Inmonster.4	鱼人
name.Inmonster.5	牛头战士
name.Inmonster.6	半兽人
name.Inmonster.7	羊头怪
name.Inmonster.8	骷髅弓箭手
name.Inmonster.9	树精
push.alert.forge	您打造的{0}已经打造完成，已经达到了合成的数量了啦！
push.alert.ep	主人，能量已经恢复，我们等待您的指示！
push.alert.dailyReward	您今天的奖品还没有领取，现在赶紧去领取吧！
push.alert.offline	您已经离开佣兵的世界有一段时间啦，战友们都非常的想念您！
exp.name	宙斯神庙
exp.helpInfo	[#240600]占据宙斯神庙的一个位置就可以获得宙斯的经验祝福，占据的时间越长，经验越多！等级越高经验越多，宙斯神庙可以PK！
exp.occupy	抢占
exp.standUp	起身
exp.getExp	获得经验
exp.openTime	开放时间
exp.closeTime	关闭时间
exp.notRob	未抢占
exp.awardPerSec	每秒获得{0}经验
exp.robbed	已占领
exp.empty	空闲
exp.addTip	经验值
exp.leftTime	倒计时
static.honorShop.title	荣誉商店
static.honorShop.helpInfo	[#240600]挑战、缉杀、城主争夺、公会争霸战都可以获得荣誉，荣誉可以购买商店中的物品！（双方不低于20级）
static.honorShop.myHonorNum	荣誉值
static.accountManager.title	账户管理
static.accountManager.clickShare	点击分享
static.accountManager.logOut	注销账户
static.accountManager.bind	绑定账户
static.accountManager.nickname	昵称
static.accountManager.changeName	修改昵称
static.accountManager.changeHeadIcon	修改头像
static.accountManager.myReferrer	我的推荐人
static.accountManager.changePasswd	修改密码
static.accountManager.passwdSecure	密码安全
static.accountManager.billRecord	充值查询
static.accountManager.text	邀请其他玩家进入游戏，在对方的推荐人中填写你的编号，就可成为他的推荐人！
static.accountManager.info	每10级都可以获得系统赠送的大礼包！最多邀请1名玩家！
static.accountManager.logoutTitle	注销账户
static.accountManager.logoutTip	确定要注销该账号？
static.accountManager.changeNameInfo	输入新昵称
static.accountManager.changeNameText	只可以免费进行一次改名！
static.accountManager.changeNameTip	您确定修改昵称吗？
static.accountManager.changeNameByGem	[#90de16]将昵称改为[#fff100]{0}[#90de16]将花费[#fff100]{1}[#90de16]宝石，是否确认？
static.accountManager.notEnoughGemForChangeName	您的宝石不足无法修改昵称.
static.accountManager.referrerInfo	推荐人ID：
static.accountManager.referrerText	输入介绍人的ID
static.accountManager.binding.title	绑定帐号
static.accountManager.binding.info	通过绑定以下帐号，可在其他设备登录游戏
static.accountManager.binding.bindMethod	选择方式
static.accountManager.binding.weibo	新浪微薄
static.accountManager.binding.qq	QQ
static.accountManager.binding.bindSuccessTitle	绑定成功
static.accountManager.binding.facebookBindSuccessTip	尊敬的{0}用户{1}，恭喜您成功绑定了自己的帐号
static.accountManager.social.postFail.title	发送失败
static.accountManager.social.postFail	您需要绑定{0}帐号才可以进行此操作
social.facebook	Facebook
social.weibo	新浪微薄
social.twitter	Twitter
social.qq	QQ
